pillar,module,topic,slug,title,inferred_archetype,confidence_band
P01,jvm-internals,garbage-collection,what-is-garbage-collection-java,What Is Garbage Collection in Java? — Reachability and Reference Strengths,A,medium
P01,jvm-internals,garbage-collection,zgc-shenandoah-low-latency-gc-java,ZGC and Shenandoah — Sub-Millisecond Pauses Through Concurrent Compaction,A,medium
P01,jvm-internals,jvm-architecture,classloader-hierarchy,ClassLoader Hierarchy and Parent Delegation,A,medium
P01,jvm-internals,jvm-architecture,heap-vs-stack-memory-java,"Heap vs Stack Memory in the JVM — Lifetime, Errors, and What Lives Where",B,medium
P01,jvm-internals,jvm-architecture,jit-compilation-tiered-compilation,JIT Compilation and Tiered Compilation in HotSpot,A,medium
P01,jvm-internals,jvm-architecture,jvm-jre-jdk-difference,JVM vs JRE vs JDK — Disambiguating the Java Runtime Stack,B,medium
P01,jvm-internals,jvm-architecture,jvm-memory-areas,"JVM Runtime Data Areas — Heap, Stack, Metaspace, Code Cache",A,medium
P01,jvm-internals,jvm-architecture,metaspace-vs-permgen-java-8,Metaspace vs PermGen — Why Java 8 Replaced PermGen,B,medium
P01,jvm-internals,jvm-tuning,jvm-flags-xms-xmx-java,"Essential JVM Flags — -Xms, -Xmx, -XX Categories, and How to Inspect Them",A,medium
P01,jvm-internals,jvm-tuning,jvm-startup-optimization-virtual-threads,JVM Startup Optimization and Virtual Threads (Java 21),A,medium
P01,jvm-internals,jvm-tuning,spring-boot-jvm-container-settings,JVM Settings for Spring Boot in Docker/Kubernetes,A,medium
P01,jvm-internals,jvm-tuning,tuning-jvm-microservices-containers-java,"Tuning the JVM for Microservices in Containers — CPU Quotas, Memory Pressure, and Cold Starts",G,medium
P01,jvm-internals,memory-analysis,heap-dump-analysis-mat-eclipse-java,Heap Dump Analysis with Eclipse MAT — Dominator Tree and Leak Suspects,A,medium
P01,jvm-internals,memory-analysis,how-to-find-memory-leak-java-production,How to Find a Memory Leak in Java Production — End-to-End Investigation,D,medium
P01,jvm-internals,memory-analysis,java-stackoverflow-vs-outofmemoryerror,StackOverflowError vs OutOfMemoryError in Java,B,medium
P01,jvm-internals,memory-analysis,memory-leak-detection-heap-dump,Java Memory Leak Detection — Heap Dump Analysis,A,medium
P01,jvm-internals,profiling-and-debugging,how-to-profile-java-application,How to Profile a Java Application — Sampling vs Instrumenting Profilers,B,medium
P01,jvm-internals,profiling-and-debugging,java-profiling-async-profiler,Java Profiling in Production — async-profiler and JFR,A,medium
P01,jvm-internals,profiling-and-debugging,jfr-java-flight-recorder,Java Flight Recorder (JFR) — Continuous Production Profiling Built Into the JVM,A,medium
P01,jvm-internals,profiling-and-debugging,thread-dumps-deadlock-analysis,Thread Dumps and Deadlock Analysis,A,medium
P01,jvm-internals,scenario-based,annotation-processing-runtime,Annotation Processing at Compile Time and Runtime,D,high
P01,jvm-internals,scenario-based,how-to-investigate-oom-in-production-java,Investigating an OutOfMemoryError in Production — End-to-End Playbook,D,high
P01,jvm-internals,scenario-based,how-to-reduce-gc-pause-time-java,"How to Reduce GC Pause Times in Java — Allocation, Algorithm, Heap, and Tuning",D,high
P01,jvm-internals,scenario-based,java-module-system-jpms,Java Module System (JPMS),D,high
P01,jvm-internals,scenario-based,java-nio-vs-traditional-io,NIO vs Traditional IO,B,medium
P01,jvm-internals,scenario-based,java-reflection-performance,Java Reflection and Performance Cost,D,high
P02,spring-batch,batch-error-handling,retry-vs-skip-policy-design,Designing Retry vs Skip Policy in Production,B,medium
P02,spring-batch,batch-error-handling,spring-batch-retry-skip-logic,Spring Batch Retry and Skip Logic for Fault-Tolerant Jobs,A,medium
P02,spring-batch,batch-fundamentals,spring-batch-core-concepts-job-step-chunk-tasklet,"Spring Batch Core Concepts: Job, Step, Chunk, and Tasklet",A,medium
P02,spring-batch,batch-fundamentals,spring-batch-vs-plain-jdbc-batch-when-to-use,Spring Batch vs Plain JDBC Batch — When the Framework Earns Its Weight,B,medium
P02,spring-batch,chunk-processing,chunk-size-tuning-and-skip-policy,Chunk Size Tuning and Custom SkipPolicy Design,A,medium
P02,spring-batch,chunk-processing,spring-batch-chunk-processing-vs-tasklet,Spring Batch: Chunk-Oriented Processing End-to-End,A,medium
P02,spring-batch,comparisons,spring-batch-vs-kafka-streams-data-pipeline,Spring Batch vs Kafka Streams — Bounded Jobs vs Streaming Pipelines,B,high
P02,spring-batch,comparisons,spring-batch-vs-spring-integration,Spring Batch vs Spring Integration — When to Use Each,E,high
P02,spring-batch,item-reader-writer-processor,composite-itemwriter-and-classifier-pattern,CompositeItemWriter and ClassifierCompositeItemWriter Patterns,A,medium
P02,spring-batch,item-reader-writer-processor,spring-batch-itemreader-itemprocessor-itemwriter-chunk-processing,"ItemReader, ItemProcessor, and ItemWriter: Chunk Processing in Spring Batch",A,medium
P02,spring-batch,job-and-step-structure,job-flow-control-decision-and-split,"Spring Batch Job Flow — Conditional Transitions, Deciders, and Splits",A,medium
P02,spring-batch,job-and-step-structure,spring-batch-job-parameters-restart-failed-jobs,Spring Batch Job Parameters and Restarting Failed Jobs,A,medium
P02,spring-batch,job-scheduling-with-quartz,quartz-misfire-recovery-and-jobparameters-uniqueness,"Quartz Misfires, Recovery, and Spring Batch JobInstance Uniqueness",A,medium
P02,spring-batch,job-scheduling-with-quartz,spring-batch-quartz-scheduling-clustered,Scheduling Spring Batch Jobs with Quartz (Clustered),A,medium
P02,spring-batch,partitioning-and-parallel-steps,remote-partitioning-with-messaging-design,"Remote Partitioning Design — Kafka, AMQP, Failure Modes, Restart",G,medium
P02,spring-batch,partitioning-and-parallel-steps,spring-batch-partitioning-parallel-strategies,"Spring Batch Parallelism: Multi-Threaded, Async, Partitioning",A,medium
P02,spring-batch,scheduled-tasks,scheduled-task-observability-and-error-handling,"@Scheduled Observability, Error Handling, and Resilience Patterns",A,medium
P02,spring-batch,scheduled-tasks,spring-scheduled-tasks-fixed-rate-cron-distributed,"Spring @Scheduled — fixedRate vs fixedDelay vs cron, plus Clustered Patterns",B,medium
P02,spring-boot,actuator,actuator-custom-endpoint-and-prometheus-exposition,Custom Actuator Endpoint and Prometheus Exposition,A,medium
P02,spring-boot,actuator,spring-boot-actuator-endpoints-security,Spring Boot Actuator — Endpoints and Security,A,medium
P02,spring-boot,auto-configuration,custom-auto-configuration-spring-factories,Custom Auto-Configuration (spring.factories / AutoConfiguration.imports),A,medium
P02,spring-boot,auto-configuration,spring-boot-application-annotation,@SpringBootApplication — What It Combines,A,medium
P02,spring-boot,auto-configuration,spring-boot-auto-configuration-internals,Spring Boot Auto-Configuration — How It Works Internally,C,high
P02,spring-boot,auto-configuration,spring-boot-startup-customization,"Customizing Spring Boot Startup — Banner, Listeners, and FailureAnalyzer",A,medium
P02,spring-boot,auto-configuration,spring-boot-startup-sequence,Spring Boot Startup Sequence (SpringApplication.run Phases),A,medium
P02,spring-boot,comparisons,spring-boot-vs-spring-cloud,Spring Boot vs Spring Cloud — What's the Difference?,B,high
P02,spring-boot,comparisons,spring-boot-vs-spring-framework-difference,Spring Framework vs Spring Boot — What's the Difference?,B,high
P02,spring-boot,configuration-management,application-properties-vs-yml-vs-env-vars,application.properties vs application.yml vs Environment Variables,B,medium
P02,spring-boot,configuration-management,configuration-properties-vs-value,@ConfigurationProperties vs @Value,B,medium
P02,spring-boot,configuration-management,spring-boot-logging-configuration,"Spring Boot Logging — Logback Configuration, Log Levels, and Structured Logs",A,medium
P02,spring-boot,embedded-servers,spring-boot-embedded-server-configuration,"Embedded Server Configuration (Tomcat, Jetty, Undertow)",A,medium
P02,spring-boot,embedded-servers,tomcat-vs-jetty-vs-undertow-when-to-switch,Tomcat vs Jetty vs Undertow — When to Switch,B,medium
P02,spring-boot,profiles-and-properties,connection-timeout,Connection and Read Timeouts for Embedded Servers,A,medium
P02,spring-boot,profiles-and-properties,context-path,Configuring the Application Context Path in Spring Boot,A,medium
P02,spring-boot,profiles-and-properties,datasource-properties,Essential DataSource Properties in Spring Boot,A,medium
P02,spring-boot,profiles-and-properties,ddl-auto,spring.jpa.hibernate.ddl-auto Values Explained,A,medium
P02,spring-boot,profiles-and-properties,hikari-pool-config,HikariCP Connection Pool Configuration and Tuning,A,medium
P02,spring-boot,profiles-and-properties,jpa-properties,Important JPA and Hibernate Properties in Spring Boot,A,medium
P02,spring-boot,profiles-and-properties,max-connections,Configuring Maximum Server Connections in Spring Boot,A,medium
P02,spring-boot,profiles-and-properties,max-threads,Tomcat Thread Pool Configuration in Spring Boot,A,medium
P02,spring-boot,profiles-and-properties,server-port,Configuring the Server Port in Spring Boot,A,medium
P02,spring-boot,profiles-and-properties,show-sql,Enabling SQL Query Logging in Spring Boot,A,medium
P02,spring-boot,scenario-based,async-annotation-spring-boot,@Async — Asynchronous Method Execution in Spring Boot,D,high
P02,spring-boot,scenario-based,commandlinerunner-applicationrunner,CommandLineRunner vs ApplicationRunner — Running Code at Startup,B,medium
P02,spring-boot,scenario-based,scheduled-annotation-spring-boot,@Scheduled — Cron Jobs and Fixed-Rate Tasks in Spring Boot,D,high
P02,spring-boot,scenario-based,spring-boot-devtools,Spring Boot DevTools — Hot Reload and Live Restart in Development,D,high
P02,spring-boot,scenario-based,spring-boot-docker-layered-jars,Spring Boot Docker — Building Optimized Images with Layered JARs,D,high
P02,spring-boot,starters,spring-boot-starters-explained-custom-starter,Spring Boot Starters: What They Do and How to Build One,A,medium
P02,spring-boot,testing,spring-boot-testing-slices-context-caching,"Spring Boot Testing: @SpringBootTest, Slices, and Context Caching",A,medium
P02,spring-boot,testing,testcontainers-with-springboottest-integration-pattern,Testcontainers with @SpringBootTest — The Integration Pattern,A,medium
P02,spring-boot,troubleshooting,global-exception-handling-spring-boot,Global Exception Handling with @ControllerAdvice and @ExceptionHandler,A,medium
P02,spring-boot,troubleshooting,spring-boot-graceful-shutdown,Graceful Shutdown in Spring Boot,A,medium
P02,spring-core,aop,how-spring-aop-works,"How Spring AOP Works (Proxy, JDK vs CGLIB)",B,medium
P02,spring-core,aop,pointcut-expressions-spring-aop,Pointcut Expressions — Targeting Methods in Spring AOP,A,medium
P02,spring-core,bean-lifecycle,circular-dependency-spring,Circular Dependencies in Spring — How to Detect and Fix,A,medium
P02,spring-core,bean-lifecycle,lazy-annotation-spring,@Lazy Annotation — Deferred Bean Initialization,A,medium
P02,spring-core,bean-lifecycle,postconstruct-predestroy-spring,@PostConstruct and @PreDestroy — Bean Initialization and Destruction Callbacks,A,medium
P02,spring-core,bean-lifecycle,prototype-in-singleton-problem,Prototype Bean in Singleton — The Scoping Trap,A,medium
P02,spring-core,bean-lifecycle,spring-bean-lifecycle,Spring Bean Lifecycle,C,high
P02,spring-core,bean-lifecycle,spring-bean-scopes,Bean Scopes: Singleton vs Prototype vs Request vs Session,B,medium
P02,spring-core,comparisons,applicationcontext-vs-beanfactory,ApplicationContext vs BeanFactory — Two Container Interfaces,B,high
P02,spring-core,comparisons,autowired-vs-inject-vs-resource,@Autowired vs @Inject vs @Resource — Three Injection Annotations,B,high
P02,spring-core,comparisons,bean-scopes-singleton-prototype-request-session,"Spring Bean Scopes: Singleton, Prototype, Request, Session, Application",B,high
P02,spring-core,comparisons,component-vs-bean-annotation,@Component vs @Bean — Two Ways to Register Beans,B,high
P02,spring-core,custom-components,component-scan-spring,@ComponentScan — How Spring Discovers Beans,A,medium
P02,spring-core,custom-components,component-vs-service-vs-repository-vs-controller,@Component vs @Service vs @Repository vs @Controller,B,medium
P02,spring-core,dependency-injection,constructor-vs-field-vs-setter-injection,Constructor Injection vs Field Injection vs Setter Injection,B,medium
P02,spring-core,dependency-injection,how-autowired-works-internally,How @Autowired Works Internally,A,medium
P02,spring-core,dependency-injection,qualifier-and-primary-ambiguous-injection,@Qualifier and @Primary — Resolving Ambiguous Injection,A,medium
P02,spring-core,dependency-injection,spring-ioc-dependency-injection-explained,Inversion of Control (IoC) and Dependency Injection in Spring,A,medium
P02,spring-core,dependency-injection,value-annotation-property-injection,@Value and Property Injection — Externalized Configuration,A,medium
P02,spring-core,scenario-based,spring-profiles-profile-annotation,"Spring Profiles (@Profile, spring.profiles.active)",D,high
P02,spring-core,scenario-based,transactional-propagation-types,@Transactional — Propagation Types,D,high
P02,spring-core,spring-events,spring-events-eventlistener-applicationeventpublisher,"Spring Events (@EventListener, ApplicationEventPublisher)",A,medium
P02,spring-core,spring-events,transactional-event-listener-and-async-events,@TransactionalEventListener vs @Async Event Listeners,B,medium
P02,spring-core,spring-internals,beanfactory-vs-applicationcontext,Spring IoC Container: BeanFactory vs ApplicationContext,B,medium
P02,spring-core,spring-internals,conditional-and-custom-conditions,@Conditional and Custom Conditions,C,high
P02,spring-core,spring-internals,spring-expression-language-spel,Spring Expression Language (SpEL) — Dynamic Values in Configuration,C,high
P02,spring-data-jpa,batch-processing,jpa-hibernate-batch-insert-update-best-practices,"JPA Batch Processing — Inserts, Updates, StatelessSession, COPY",A,medium
P02,spring-data-jpa,caching,hibernate-caching-l1-l2-query-cache,"Hibernate Caching — L1, L2, and Query Cache",A,medium
P02,spring-data-jpa,caching,hibernate-second-level-cache-and-query-cache-config,"Configuring L2 + Query Cache — Providers, Regions, and Tuning",A,medium
P02,spring-data-jpa,comparisons,jpa-vs-jdbc-vs-mybatis-vs-jooq-data-access,Data Access — JPA vs JDBC vs MyBatis vs jOOQ,B,high
P02,spring-data-jpa,custom-repositories,pagination-sorting-spring-data,"Pagination — Pageable, Page, Slice, and Keyset",A,medium
P02,spring-data-jpa,custom-repositories,spring-data-jpa-repository-methods,"Spring Data JPA Repository Methods — Derived, JPQL, Native",A,medium
P02,spring-data-jpa,custom-repositories,spring-data-specifications-dynamic-queries,Spring Data Specifications for Dynamic Queries,A,medium
P02,spring-data-jpa,database-migrations,flyway-liquibase-database-migrations,Database Migrations — Flyway and Liquibase in Spring Boot,A,medium
P02,spring-data-jpa,database-migrations,flyway-vs-liquibase-decision-and-baseline-strategy,Flyway vs Liquibase — Decision Criteria and Baseline Strategy,B,medium
P02,spring-data-jpa,entity-relationships,hibernate-onetomany-fetch-strategies,"@OneToMany Fetch Strategies — JOIN, SUBSELECT, SELECT, BatchSize",A,medium
P02,spring-data-jpa,entity-relationships,jpa-cascade-types-orphan-removal,JPA Cascade Types and `orphanRemoval` — When to Use Each,A,medium
P02,spring-data-jpa,entity-relationships,jpa-entity-relationships-onetomany-manytomany,"JPA Entity Relationships — Owning Side, Inverse Side, Mapping",A,medium
P02,spring-data-jpa,hibernate-internals,hibernate-session-vs-entitymanager,Hibernate Session vs JPA EntityManager — Persistence Context Internals,B,medium
P02,spring-data-jpa,hibernate-internals,hibernate-sql-generation-dirty-checking-flush-modes,"Hibernate SQL Generation — Dirty Checking, ActionQueue, Flush Modes",C,high
P02,spring-data-jpa,hibernate-internals,lazy-initialization-exception-causes-fixes,LazyInitializationException — Causes and Fixes,C,high
P02,spring-data-jpa,hibernate-internals,lazy-vs-eager-loading,"LAZY vs EAGER Loading in JPA — Defaults, OSIV, and the Right Fix",B,medium
P02,spring-data-jpa,jpa-fundamentals,jpa-entity-lifecycle,JPA Entity Lifecycle States,C,high
P02,spring-data-jpa,jpa-fundamentals,jpa-inheritance-mapping-strategies,JPA Inheritance Mapping Strategies,A,medium
P02,spring-data-jpa,jpa-fundamentals,jpa-vs-hibernate-difference,JPA vs Hibernate — Specification vs Implementation,B,medium
P02,spring-data-jpa,multi-tenancy,discriminator-vs-schema-vs-database-multitenancy-implementation,"Implementing Discriminator, Schema, and Database Multi-Tenancy in Hibernate",A,medium
P02,spring-data-jpa,multi-tenancy,multi-datasource-spring-boot,Multiple DataSources in Spring Boot — Configuration and Routing,A,medium
P02,spring-data-jpa,n-plus-one-problem,entity-graph-solving-n-plus-one,Solving N+1 with @EntityGraph,D,high
P02,spring-data-jpa,n-plus-one-problem,n-plus-one-query-problem,N+1 Query Problem in Spring Data JPA,D,high
P02,spring-data-jpa,query-optimization,dto-projections-interface-class-based,DTO Projections in Spring Data JPA,A,medium
P02,spring-data-jpa,query-optimization,hibernate-criteria-api-vs-jpql-vs-native-sql,Hibernate Criteria API vs JPQL vs Native SQL,B,medium
P02,spring-data-jpa,query-optimization,modifying-bulk-updates-deletes,@Modifying Bulk Updates and Deletes in Spring Data JPA,A,medium
P02,spring-data-jpa,scenario-based,audit-logging-created-date-last-modified-date,Audit Logging with @CreatedDate and @LastModifiedDate,D,high
P02,spring-data-jpa,scenario-based,hikaricp-connection-pooling-spring,HikariCP Connection Pool — Configuration and Tuning in Spring Boot,D,high
P02,spring-data-jpa,spring-data-jpa,jparepository-vs-crudrepository-vs-pagingandsortingrepository,JpaRepository vs CrudRepository vs PagingAndSortingRepository,B,medium
P02,spring-data-jpa,spring-data-jpa,spring-data-jpa-repository-derived-queries-specifications,"Spring Data JPA — Repositories, Derived Queries, @Query, Specifications",A,medium
P02,spring-data-jpa,transactions,optimistic-vs-pessimistic-locking,Optimistic vs Pessimistic Locking in JPA,B,medium
P02,spring-data-jpa,transactions,transactional-internals-propagation,@Transactional Internals — Proxy and Propagation,C,high
P02,spring-security,authentication,password-hashing-bcrypt-vs-argon2,Password Hashing — BCrypt vs Argon2,B,medium
P02,spring-security,authentication,session-vs-token-based-authentication,Session-Based vs Token-Based Authentication,B,medium
P02,spring-security,authentication,userdetailsservice-userdetails-custom-implementation,UserDetailsService and UserDetails — Custom Implementation,A,medium
P02,spring-security,authorization,authentication-vs-authorization-spring-security,Authentication vs Authorization in Spring Security,B,medium
P02,spring-security,authorization,preauthorize-vs-secured-vs-rolesallowed,@PreAuthorize vs @Secured vs @RolesAllowed,B,medium
P02,spring-security,comparisons,jwt-vs-session-vs-oauth2-vs-saml-authentication,Authentication Strategies: JWT vs Session vs OAuth2 vs SAML,B,high
P02,spring-security,cors-and-csrf,cors-configuration-spring-security,CORS Configuration with Spring Security,A,medium
P02,spring-security,cors-and-csrf,csrf-spring-security-protection,CSRF — What It Is and Spring Security CSRF Protection,A,medium
P02,spring-security,jwt,jwt-authentication-spring-security,How to Implement JWT Authentication from Scratch in Spring Security,A,medium
P02,spring-security,jwt,jwt-security-signing-expiry-refresh,"JWT Security — Signing, Expiry, and Refresh Token Rotation",A,medium
P02,spring-security,oauth2,oauth2-authorization-code-flow,OAuth2 Authorization Code Flow,A,medium
P02,spring-security,oauth2,oauth2-resource-server-spring-security,OAuth2 Resource Server Configuration in Spring Security,A,medium
P02,spring-security,scenario-based,owasp-top-10,OWASP Top 10 — Critical Web Vulnerabilities,D,high
P02,spring-security,scenario-based,rate-limiting-brute-force-prevention,Rate Limiting to Prevent Brute Force Attacks,D,high
P02,spring-security,scenario-based,secrets-management-never-hardcode,Secrets Management — Never Hardcode Credentials,D,high
P02,spring-security,scenario-based,sql-injection-jpa-prevention,SQL Injection — How It Works and JPA Prevention,D,high
P02,spring-security,scenario-based,xss-stored-reflected-dom,XSS — Stored vs Reflected vs DOM-Based,B,medium
P02,spring-security,security-configuration,securityfilterchain-modern-config-vs-websecurityconfigureradapter-migration,WebSecurityConfigurerAdapter to SecurityFilterChain Migration (Spring Security 6),A,medium
P02,spring-security,security-configuration,spring-security-filter-chain-configuration,Spring Security Filter Chain and SecurityFilterChain Configuration,A,medium
P02,spring-security,security-fundamentals,security-context-security-context-holder,SecurityContext and SecurityContextHolder — How They Work,A,medium
P02,spring-security,security-fundamentals,spring-security-filter-chain,Spring Security Filter Chain — How Requests Flow Through,A,medium
P02,spring-security,sso-and-saml,saml-vs-oidc-decision-and-spring-saml2-relyingparty,SAML vs OIDC Decision and Spring Security saml2 RelyingPartyRegistration,B,medium
P02,spring-security,sso-and-saml,sso-saml-oidc-enterprise-integration,Enterprise SSO: SAML 2.0 and OIDC Integration,A,medium
P02,spring-security,testing,mockmvc-with-springsecurity-and-method-security-testing,MockMvc with Spring Security: End-to-End and Method Security Testing,A,medium
P02,spring-security,testing,testing-with-withmockuser-security-mock-mvc,Testing with @WithMockUser and SecurityMockMvcRequestPostProcessors,A,medium
P02,spring-webflux,backpressure,flatmap-concurrency-prefetch-tuning,flatMap Concurrency and Prefetch — Tuning Reactor Throughput,A,medium
P02,spring-webflux,backpressure,reactive-backpressure-strategies-practical,Reactor Backpressure — Strategies and Practical Handling,A,medium
P02,spring-webflux,comparisons,spring-mvc-vs-webflux-vs-virtual-threads,Spring MVC vs WebFlux vs MVC + Virtual Threads — 2026 Decision Guide,B,high
P02,spring-webflux,comparisons,webclient-vs-resttemplate-comparison,WebClient vs RestTemplate — Reactive vs Blocking HTTP Clients,B,high
P02,spring-webflux,error-handling-reactive,reactive-retry-timeout-circuit-breaker-patterns,"Reactive Resilience — Retry, Timeout, Circuit Breaker, Bulkhead",A,medium
P02,spring-webflux,mono-and-flux,mono-vs-flux-when-to-use,Mono vs Flux — Choosing the Right Type and Converting Between Them,B,medium
P02,spring-webflux,r2dbc-reactive-data,r2dbc-reactive-data-spring-boot,R2DBC — Reactive Relational Data Access with Spring,A,medium
P02,spring-webflux,r2dbc-reactive-data,r2dbc-vs-jdbc-comparison,R2DBC vs JDBC — Reactive vs Blocking Database Access,B,medium
P02,spring-webflux,reactive-programming-basics,reactive-programming-fundamentals-backpressure,"Reactive Programming — Fundamentals, Backpressure, and When It Helps",A,medium
P02,spring-webflux,reactive-programming-basics,reactive-vs-imperative-mental-model,Imperative vs Reactive — The Mental Model Shift,B,medium
P02,spring-webflux,spring-webflux-setup,spring-webflux-setup-controllers-functional,"Spring WebFlux Setup — Controllers, Functional Routing, WebClient",A,medium
P02,spring-webflux,spring-webflux-setup,webflux-vs-mvc-stack-choice,WebFlux vs MVC Stack Choice — Thread-per-Request vs Event Loop,B,medium
P02,spring-webflux,testing-reactive,stepverifier-virtual-time-testing,StepVerifier Virtual Time — Testing Delay-Based Operators,A,medium
P02,spring-webflux,testing-reactive,testing-reactive-stepverifier-webtestclient,"Testing Reactive Code — StepVerifier, WebTestClient, BlockHound",A,medium
P03,nosql-mongodb,comparisons,mongodb-atlas-search-vs-elasticsearch,MongoDB Atlas Search vs Elasticsearch,B,high
P03,nosql-mongodb,comparisons,mongodb-vs-dynamodb-managed-tradeoffs,MongoDB Atlas vs DynamoDB: Managed Trade-offs,B,high
P03,nosql-mongodb,comparisons,mongodb-vs-dynamodb-vs-cassandra-vs-postgres-jsonb,MongoDB vs DynamoDB vs Cassandra vs Postgres JSONB,B,high
P03,nosql-mongodb,comparisons,mongodb-vs-postgres-jsonb-when-each-wins,MongoDB vs Postgres JSONB: When Each Wins,B,high
P03,nosql-mongodb,document-model,mongodb-document-model-vs-relational-model,MongoDB Document Model vs Relational Model,B,medium
P03,nosql-mongodb,document-model,mongodb-embedding-vs-referencing-documents,Embedding vs Referencing Documents in MongoDB,B,medium
P03,nosql-mongodb,elasticsearch-basics,elasticsearch-aggregations,Elasticsearch Aggregations: How to Aggregate and Analyze Data,A,medium
P03,nosql-mongodb,elasticsearch-basics,elasticsearch-analyzers-tokenizers,Elasticsearch Analyzers and Tokenizers Explained,A,medium
P03,nosql-mongodb,elasticsearch-basics,elasticsearch-cluster-nodes-shards-replicas,"Elasticsearch Cluster Architecture: Nodes, Shards, and Replicas",A,medium
P03,nosql-mongodb,elasticsearch-basics,elasticsearch-index-mapping,Elasticsearch Index Mapping: What It Is and How to Configure It,A,medium
P03,nosql-mongodb,elasticsearch-basics,elasticsearch-match-vs-term-vs-bool,Elasticsearch Query Types: match vs term vs bool,B,medium
P03,nosql-mongodb,elasticsearch-basics,elasticsearch-pagination-deep-results,Elasticsearch Pagination: Handling Deep Result Sets,A,medium
P03,nosql-mongodb,elasticsearch-basics,elasticsearch-spring-boot-integration,Integrating Elasticsearch with Spring Boot,A,medium
P03,nosql-mongodb,elasticsearch-basics,elasticsearch-sync-primary-database,Keeping Elasticsearch in Sync with the Primary Database,A,medium
P03,nosql-mongodb,elasticsearch-basics,elasticsearch-vs-postgresql-search,Elasticsearch vs PostgreSQL for Search,B,medium
P03,nosql-mongodb,elasticsearch-basics,inverted-index-full-text-search,Inverted Index: The Foundation of Full-Text Search,A,medium
P03,nosql-mongodb,elasticsearch-basics,mongodb-atlas-search-vs-elasticsearch,MongoDB Atlas Search vs Elasticsearch,B,medium
P03,nosql-mongodb,mongodb-core,mongodb-aggregation-pipeline-match-group-lookup,"MongoDB Aggregation Pipeline: $match, $group, $lookup",A,medium
P03,nosql-mongodb,mongodb-core,mongodb-multi-document-acid-transactions,MongoDB Multi-Document ACID Transactions,A,medium
P03,nosql-mongodb,mongodb-core,mongodb-performance-explain-query-optimization,MongoDB Performance: `explain()` and Query Optimization,A,medium
P03,nosql-mongodb,mongodb-core,mongodb-replica-sets-read-preferences,MongoDB Replica Sets and Read Preferences,A,medium
P03,nosql-mongodb,mongodb-core,mongodb-sharding-shard-keys-chunks-balancer,"MongoDB Sharding: Shard Keys, Chunks, Balancer, Zones",A,medium
P03,nosql-mongodb,mongodb-indexes,mongodb-covered-queries-and-esr-rule,MongoDB Covered Queries and the ESR Rule,A,medium
P03,nosql-mongodb,mongodb-indexes,mongodb-indexing-compound-sparse-ttl,"MongoDB Indexes: Compound, Sparse, Partial, TTL",A,medium
P03,nosql-mongodb,mongodb-indexes,mongodb-text-indexes-vs-atlas-search,MongoDB Text Indexes vs Atlas Search,B,medium
P03,nosql-mongodb,mongodb-with-spring,mongodb-change-streams-spring-data,MongoDB Change Streams with Spring Data,A,medium
P03,nosql-mongodb,mongodb-with-spring,spring-data-mongodb-repository-queries,Spring Data MongoDB Repository Queries,A,medium
P03,nosql-mongodb,nosql-fundamentals,cap-theorem-and-base-vs-acid,CAP Theorem Deep-Dive and BASE vs ACID,B,medium
P03,nosql-mongodb,nosql-fundamentals,mongodb-write-concern-and-read-concern-consistency,"MongoDB Write Concern, Read Concern, and Read Preference",A,medium
P03,nosql-mongodb,nosql-patterns,dynamodb-single-table-design-patterns,DynamoDB Single-Table Design,A,low
P03,nosql-mongodb,nosql-patterns,mongodb-bucket-pattern-time-series,MongoDB Bucket Pattern for Time-Series,A,medium
P03,nosql-mongodb,nosql-patterns,mongodb-schema-versioning-pattern,MongoDB Schema Versioning Pattern,A,medium
P03,nosql-mongodb,nosql-patterns,mongodb-subset-and-computed-pattern,MongoDB Subset and Computed Patterns,A,medium
P03,nosql-mongodb,scenario-based,handling-mongodb-schema-evolution-in-prod,Handling MongoDB Schema Evolution in Production,D,high
P03,nosql-mongodb,scenario-based,migrating-mongodb-to-postgres-jsonb,Migrating MongoDB to Postgres JSONB,D,high
P03,nosql-mongodb,scenario-based,mongodb-hot-shard-investigation-remediation,Hot Shard in MongoDB: Diagnose and Fix,D,high
P03,postgresql,postgresql-features,mysql-vs-postgresql-java-developers,MySQL vs PostgreSQL for Java Developers,B,medium
P03,postgresql,postgresql-features,postgresql-connection-pooling-pgbouncer,PostgreSQL Connection Pooling with PgBouncer — Transaction vs Session Pooling,B,medium
P03,postgresql,postgresql-features,postgresql-full-text-search,"PostgreSQL Full-Text Search — tsvector, tsquery, GIN, Ranking",A,medium
P03,postgresql,postgresql-features,postgresql-indexes-btree-gin-gist,"PostgreSQL Indexes — B-Tree, GIN, GiST, BRIN, Hash",A,medium
P03,postgresql,postgresql-features,postgresql-jsonb-vs-json,"PostgreSQL JSONB vs JSON — Operators, Indexing, Decision Tree",B,medium
P03,postgresql,postgresql-features,postgresql-partitioning-large-tables,"PostgreSQL Table Partitioning — Range, List, Hash, and Pruning",A,medium
P03,postgresql,postgresql-features,postgresql-replication-streaming-logical,PostgreSQL Streaming vs Logical Replication,B,medium
P03,postgresql,postgresql-features,postgresql-transactions-isolation-levels,"PostgreSQL Transaction Isolation Levels — Read Committed, Repeatable Read, Serializable",A,medium
P03,postgresql,postgresql-features,postgresql-vacuum-and-bloat,"PostgreSQL VACUUM, Bloat, and Autovacuum Tuning",A,medium
