slug,archetype,confidence,importance,difficulty,module,topic,title,file,status
virtual-threads-pinning-problem-java,A,medium,high,hard,java-concurrency,virtual-threads,"Virtual Thread Pinning — Causes, Detection, Fixes",content/java-backend-intermediate/java-concurrency/virtual-threads/complete-qa.json,legacy
structured-concurrency-java-21,A,medium,high,hard,java-streams,java-21-features,Structured Concurrency (`StructuredTaskScope`) — Tree-Shaped Task Hierarchies,content/java-backend-intermediate/java-streams/java-21-features/complete-qa.json,legacy
parallel-vs-sequential-stream-decision-java,B,medium,high,hard,java-streams,scenario-based,Parallel vs Sequential Streams — When to Reach for `parallelStream`,content/java-backend-intermediate/java-streams/scenario-based/complete-qa.json,legacy
collectors-advanced,A,medium,high,hard,java-streams,streams-api,Advanced Collectors and Writing Custom Collectors,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
stream-performance,A,medium,high,hard,java-streams,streams-api,"Stream Performance, Parallel Streams, and Common Pitfalls",content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
g1-vs-cms-gc-java,B,medium,high,hard,jvm-internals,garbage-collection,G1GC vs CMS — Why G1 Replaced CMS as the Low-Pause Collector,content/java-backend-intermediate/jvm-internals/garbage-collection/complete-qa.json,legacy
zgc-shenandoah-low-latency-gc-java,A,medium,high,hard,jvm-internals,garbage-collection,ZGC and Shenandoah — Sub-Millisecond Pauses Through Concurrent Compaction,content/java-backend-intermediate/jvm-internals/garbage-collection/complete-qa.json,legacy
tuning-jvm-microservices-containers-java,G,medium,high,hard,jvm-internals,jvm-tuning,"Tuning the JVM for Microservices in Containers — CPU Quotas, Memory Pressure, and Cold Starts",content/java-backend-intermediate/jvm-internals/jvm-tuning/complete-qa.json,legacy
heap-dump-analysis-mat-eclipse-java,A,medium,high,hard,jvm-internals,memory-analysis,Heap Dump Analysis with Eclipse MAT — Dominator Tree and Leak Suspects,content/java-backend-intermediate/jvm-internals/memory-analysis/complete-qa.json,legacy
how-to-find-memory-leak-java-production,D,medium,high,hard,jvm-internals,memory-analysis,How to Find a Memory Leak in Java Production — End-to-End Investigation,content/java-backend-intermediate/jvm-internals/memory-analysis/complete-qa.json,legacy
how-to-investigate-oom-in-production-java,D,high,high,hard,jvm-internals,scenario-based,Investigating an OutOfMemoryError in Production — End-to-End Playbook,content/java-backend-intermediate/jvm-internals/scenario-based/complete-qa.json,legacy
how-to-reduce-gc-pause-time-java,D,high,high,hard,jvm-internals,scenario-based,"How to Reduce GC Pause Times in Java — Allocation, Algorithm, Heap, and Tuning",content/java-backend-intermediate/jvm-internals/scenario-based/complete-qa.json,legacy
helpful-null-pointer-exceptions-java,A,medium,medium,easy,java-streams,java-14-to-17-features,Helpful NullPointerExceptions (Java 14+) — Tell Me Which Variable Was Null,content/java-backend-intermediate/java-streams/java-14-to-17-features/complete-qa.json,legacy
text-blocks-string-templates,A,medium,medium,easy,java-streams,java-14-to-17-features,"Text Blocks in Java — Multi-Line Strings, Incidental Whitespace, Escape Tricks",content/java-backend-intermediate/java-streams/java-14-to-17-features/complete-qa.json,legacy
sequenced-collections-java-21,A,medium,medium,easy,java-streams,java-21-features,"Sequenced Collections (Java 21) — `first`, `last`, `reversed` — Finally",content/java-backend-intermediate/java-streams/java-21-features/complete-qa.json,legacy
method-references,A,medium,medium,easy,java-streams,streams-api,Method References in Java — Four Types and When to Use Each,content/java-backend-intermediate/java-streams/streams-api/complete-qa.json,legacy
collections-utility-class-methods,C,high,medium,medium,java-collections,collections-internals,"Collections Utility Class — sort, shuffle, frequency, unmodifiable",content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
iterator-vs-listiterator-java,B,medium,medium,medium,java-collections,collections-internals,Iterator vs ListIterator — Traversal and Modification,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
annotation-processing,A,medium,medium,hard,core-java,reflection-annotations,Compile-Time Annotation Processing (APT) — How Lombok and AutoValue Work,content/java-backend-intermediate/core-java/reflection-annotations/complete-qa.json,legacy
final-finally-finalize-java-difference,B,medium,,easy,core-java,scenario-based,final vs finally vs finalize in Java,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-autoboxing-unboxing-integer-cache,D,high,,easy,core-java,scenario-based,"Autoboxing, Unboxing, and the Integer Cache",content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-pass-by-value-not-reference,D,high,,easy,core-java,scenario-based,Java Is Always Pass-by-Value,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-record-classes-what-they-are-when-to-use,D,high,,easy,core-java,scenario-based,Java Records: Immutable Data Carriers,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-var-local-variable-type-inference-limitations,D,high,,easy,core-java,scenario-based,Java var: Local Variable Type Inference,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
string-vs-stringbuilder-vs-stringbuffer-java,B,medium,,easy,core-java,string-handling,String vs StringBuilder vs StringBuffer,content/java-backend-intermediate/core-java/string-handling/complete-qa.json,legacy
method-overloading-vs-overriding-java,B,medium,,easy,java-oop,oop-principles,Method Overloading vs Method Overriding in Java,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
checked-vs-unchecked-exceptions-java-when-to-use,B,medium,,medium,core-java,exception-handling,Checked vs Unchecked Exceptions in Java,content/java-backend-intermediate/core-java/exception-handling/complete-qa.json,legacy
java-optional-prevent-null-pointer-exception,A,medium,,medium,core-java,exception-handling,Java Optional: Eliminating NullPointerException,content/java-backend-intermediate/core-java/exception-handling/complete-qa.json,legacy
java-generics-type-erasure-explained,A,medium,,medium,core-java,generics-wildcards,Java Generics and Type Erasure,content/java-backend-intermediate/core-java/generics-wildcards/complete-qa.json,legacy
how-does-hashmap-work-internally-java,D,high,,medium,core-java,scenario-based,"HashMap Internals: Buckets, Hashing, and Resizing",content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-functional-interfaces-lambdas-explained,D,high,,medium,core-java,scenario-based,Functional Interfaces and Lambdas in Java,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-method-references-four-types,D,high,,medium,core-java,scenario-based,Method References in Java — Four Types Explained,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-stream-collectors-groupingby-tomap,D,high,,medium,core-java,scenario-based,"Java Stream Collectors — groupingBy, partitioningBy, toMap",content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-stream-map-vs-flatmap-difference,B,medium,,medium,core-java,scenario-based,map() vs flatMap() in Java Streams,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-streams-lazy-evaluation-common-operations,D,high,,medium,core-java,scenario-based,Java Streams: Lazy Evaluation and Common Operations,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
fail-fast-vs-fail-safe-iterators-java,B,medium,,medium,java-collections,collections-internals,Fail-Fast vs Fail-Safe Iterators in Java,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
java-future-vs-completablefuture-comparison,B,medium,,medium,java-concurrency,completable-future,Future vs CompletableFuture in Java,content/java-backend-intermediate/java-concurrency/completable-future/complete-qa.json,legacy
how-to-create-immutable-class-java,A,medium,,medium,java-oop,oop-principles,Immutability in Java — How and Why,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
java-default-static-methods-interfaces,A,medium,,medium,java-oop,oop-principles,Default and Static Methods in Interfaces,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
static-keyword-java-explained,A,medium,,medium,java-oop,oop-principles,The static Keyword in Java,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
classloader-hierarchy,A,medium,,medium,jvm-internals,jvm-architecture,ClassLoader Hierarchy and Parent Delegation,content/java-backend-intermediate/jvm-internals/jvm-architecture/complete-qa.json,legacy
jit-compilation-tiered-compilation,A,medium,,medium,jvm-internals,jvm-architecture,JIT Compilation and Tiered Compilation in HotSpot,content/java-backend-intermediate/jvm-internals/jvm-architecture/complete-qa.json,legacy
java-stackoverflow-vs-outofmemoryerror,B,medium,,medium,jvm-internals,memory-analysis,StackOverflowError vs OutOfMemoryError in Java,content/java-backend-intermediate/jvm-internals/memory-analysis/complete-qa.json,legacy
how-java-garbage-collection-works,D,high,,hard,core-java,scenario-based,"Java Garbage Collection: GC Roots, Mark-and-Sweep, and Generational GC",content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
custom-exceptions-java,A,medium,,intermediate,core-java,exception-handling,Creating Custom Exceptions in Java,content/java-backend-intermediate/core-java/exception-handling/complete-qa.json,legacy
exception-hierarchy-java,A,medium,,intermediate,core-java,exception-handling,"Exception Hierarchy — Throwable, Error, Exception, RuntimeException",content/java-backend-intermediate/core-java/exception-handling/complete-qa.json,legacy
try-with-resources-autocloseable,A,low,,intermediate,core-java,exception-handling,try-with-resources and AutoCloseable,content/java-backend-intermediate/core-java/exception-handling/complete-qa.json,legacy
hashmap-resize-rehash-internals,D,high,,intermediate,core-java,scenario-based,HashMap Resize and Rehash Internals,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-date-time-api,D,high,,intermediate,core-java,scenario-based,"Java Date/Time API (java.time) — LocalDate, ZonedDateTime, Duration, Period",content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
java-records-generated-code,D,high,,intermediate,core-java,scenario-based,Java Records — What the Compiler Generates,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
parallel-streams-java,B,medium,,intermediate,core-java,scenario-based,Parallel Streams in Java — When They Help vs When They Hurt,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
predicate-consumer-supplier-function,D,high,,intermediate,core-java,scenario-based,"Predicate, Consumer, Supplier, Function — The 4 Core Functional Interfaces",content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
sealed-classes-pattern-matching,D,high,,intermediate,core-java,scenario-based,Sealed Classes and Pattern Matching,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
stream-collectors-joining-reducing,D,high,,intermediate,core-java,scenario-based,"Stream Collectors — joining, reducing, collectingAndThen, toUnmodifiableList",content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
type-casting-widening-narrowing,B,medium,,intermediate,core-java,scenario-based,"Type Casting in Java — Widening vs Narrowing, ClassCastException",content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
varargs-java,D,high,,intermediate,core-java,scenario-based,Varargs in Java — Variable Arguments and Heap Pollution,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
weak-soft-phantom-references,B,medium,,intermediate,core-java,scenario-based,WeakReference vs SoftReference vs PhantomReference,content/java-backend-intermediate/core-java/scenario-based/complete-qa.json,legacy
string-pool-interning,A,medium,,intermediate,core-java,string-handling,String Pool and Interning,content/java-backend-intermediate/core-java/string-handling/complete-qa.json,legacy
arraydeque-vs-linkedlist-queue-stack,B,medium,,intermediate,java-collections,collections-internals,ArrayDeque vs LinkedList as Queue/Stack,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
arraylist-vs-linkedlist,E,high,,intermediate,java-collections,collections-internals,ArrayList vs LinkedList — When to Use Each,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
choosing-the-right-collection,C,high,,intermediate,java-collections,collections-internals,Choosing the Right Collection — Decision Guide,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
comparable-vs-comparator,B,medium,,intermediate,java-collections,collections-internals,Comparable vs Comparator in Java,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
comparator-thencomparing-reversed,C,high,,intermediate,java-collections,collections-internals,Sorting with Comparator: thenComparing and reversed,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
copyonwritearraylist-when-and-why,C,high,,intermediate,java-collections,collections-internals,CopyOnWriteArrayList — When and Why,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
enummap-enumset-performance,C,high,,intermediate,java-collections,collections-internals,EnumMap and EnumSet — Performance Advantages,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
hashmap-vs-hashtable-vs-concurrenthashmap-java,B,medium,,intermediate,java-collections,collections-internals,HashMap vs Hashtable vs ConcurrentHashMap,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
hashmap-vs-treemap-vs-linkedhashmap,B,medium,,intermediate,java-collections,collections-internals,HashMap vs TreeMap vs LinkedHashMap,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
how-hashset-works-internally-java,C,high,,intermediate,java-collections,collections-internals,How HashSet Works Internally in Java,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
priorityqueue-heap-structure,C,high,,intermediate,java-collections,collections-internals,PriorityQueue — Heap Structure and Use Cases,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
unmodifiable-list-vs-list-of-vs-list-copyof,B,medium,,intermediate,java-collections,collections-internals,Collections.unmodifiableList vs List.of vs List.copyOf,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
weakhashmap-gc-cache,C,high,,intermediate,java-collections,collections-internals,WeakHashMap — Garbage Collection-Friendly Cache,content/java-backend-intermediate/java-collections/collections-internals/complete-qa.json,legacy
completablefuture-chains,A,medium,,intermediate,java-concurrency,completable-future,"CompletableFuture Chains: thenApply, thenCompose, exceptionally",content/java-backend-intermediate/java-concurrency/completable-future/complete-qa.json,legacy
countdownlatch-vs-cyclicbarrier-vs-semaphore,B,medium,,intermediate,java-concurrency,concurrency-patterns,CountDownLatch vs CyclicBarrier vs Semaphore,content/java-backend-intermediate/java-concurrency/concurrency-patterns/complete-qa.json,legacy
threadlocal-use-cases-pitfalls,A,medium,,intermediate,java-concurrency,concurrency-patterns,ThreadLocal — Use Cases and Pitfalls,content/java-backend-intermediate/java-concurrency/concurrency-patterns/complete-qa.json,legacy
blockingqueue-producer-consumer,A,medium,,intermediate,java-concurrency,concurrent-collections,BlockingQueue and the Producer-Consumer Pattern,content/java-backend-intermediate/java-concurrency/concurrent-collections/complete-qa.json,legacy
concurrenthashmap-internals,C,high,,intermediate,java-concurrency,concurrent-collections,ConcurrentHashMap Internals,content/java-backend-intermediate/java-concurrency/concurrent-collections/complete-qa.json,legacy
java-memory-model-happens-before,A,medium,,intermediate,java-concurrency,java-memory-model,Java Memory Model and Happens-Before,content/java-backend-intermediate/java-concurrency/java-memory-model/complete-qa.json,legacy
volatile-visibility-guarantee,A,medium,,intermediate,java-concurrency,java-memory-model,volatile — Visibility Guarantee in Java,content/java-backend-intermediate/java-concurrency/java-memory-model/complete-qa.json,legacy
liveness-hazards-deadlock-livelock-starvation,D,high,,intermediate,java-concurrency,scenario-based,"Liveness Hazards: Deadlock, Livelock, and Starvation",content/java-backend-intermediate/java-concurrency/scenario-based/complete-qa.json,legacy
parallel-streams-when-they-help-vs-hurt,B,medium,,intermediate,java-concurrency,scenario-based,Parallel Streams — When They Help vs Hurt,content/java-backend-intermediate/java-concurrency/scenario-based/complete-qa.json,legacy
race-condition-identify-and-fix,D,high,,intermediate,java-concurrency,scenario-based,Race Condition — How to Identify and Fix,content/java-backend-intermediate/java-concurrency/scenario-based/complete-qa.json,legacy
atomicinteger-vs-synchronized,E,high,,intermediate,java-concurrency,synchronization-and-locks,AtomicInteger vs synchronized — When to Use Each,content/java-backend-intermediate/java-concurrency/synchronization-and-locks/complete-qa.json,legacy
reentrant-read-write-lock,A,medium,,intermediate,java-concurrency,synchronization-and-locks,ReentrantReadWriteLock — Use Cases and Pitfalls,content/java-backend-intermediate/java-concurrency/synchronization-and-locks/complete-qa.json,legacy
stampedlock-optimistic-reads,A,medium,,intermediate,java-concurrency,synchronization-and-locks,StampedLock and Optimistic Reads,content/java-backend-intermediate/java-concurrency/synchronization-and-locks/complete-qa.json,legacy
synchronized-keyword-monitors,A,medium,,intermediate,java-concurrency,synchronization-and-locks,How the synchronized Keyword and Monitors Work,content/java-backend-intermediate/java-concurrency/synchronization-and-locks/complete-qa.json,legacy
synchronized-vs-reentrantlock,B,medium,,intermediate,java-concurrency,synchronization-and-locks,synchronized vs ReentrantLock — Which Lock to Use?,content/java-backend-intermediate/java-concurrency/synchronization-and-locks/complete-qa.json,legacy
wait-notify-vs-condition-await-signal,B,medium,,intermediate,java-concurrency,synchronization-and-locks,wait/notify vs Condition.await/signal,content/java-backend-intermediate/java-concurrency/synchronization-and-locks/complete-qa.json,legacy
executorservice-thread-pool-types,A,medium,,intermediate,java-concurrency,thread-pools-and-executor,Java ExecutorService — Thread Pool Types,content/java-backend-intermediate/java-concurrency/thread-pools-and-executor/complete-qa.json,legacy
forkjoinpool-recursive-task,A,low,,intermediate,java-concurrency,thread-pools-and-executor,ForkJoinPool and RecursiveTask,content/java-backend-intermediate/java-concurrency/thread-pools-and-executor/complete-qa.json,legacy
threadpool-sizing-cpu-io-bound,B,medium,,intermediate,java-concurrency,thread-pools-and-executor,Thread Pool Sizing: CPU-Bound vs IO-Bound,content/java-backend-intermediate/java-concurrency/thread-pools-and-executor/complete-qa.json,legacy
daemon-threads-java-explained,A,medium,,beginner,java-concurrency,threads-and-lifecycle,Daemon Threads in Java — Background Workers That Don't Block Shutdown,content/java-backend-intermediate/java-concurrency/threads-and-lifecycle/complete-qa.json,legacy
thread-vs-runnable-vs-callable,B,medium,,intermediate,java-concurrency,threads-and-lifecycle,Thread vs Runnable vs Callable,content/java-backend-intermediate/java-concurrency/threads-and-lifecycle/complete-qa.json,legacy
java21-virtual-threads-structured-concurrency,A,medium,,intermediate,java-concurrency,virtual-threads,Java 21 Virtual Threads and Structured Concurrency,content/java-backend-intermediate/java-concurrency/virtual-threads/complete-qa.json,legacy
abstraction-abstract-class-vs-interface,E,high,,intermediate,java-oop,oop-principles,Abstraction in Java — When to Use Abstract Class vs Interface,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
association-aggregation-composition,B,medium,,intermediate,java-oop,oop-principles,Association vs Aggregation vs Composition in Java,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
compile-time-vs-runtime-polymorphism,B,medium,,intermediate,java-oop,oop-principles,Compile-Time vs Runtime Polymorphism in Java,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
composition-vs-inheritance-java,B,medium,,intermediate,java-oop,oop-principles,Composition vs Inheritance — Why 'Favor Composition Over Inheritance',content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
constructor-chaining-java,A,medium,,intermediate,java-oop,oop-principles,Constructor Chaining in Java — this() and super(),content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
encapsulation-access-modifiers-java,A,medium,,intermediate,java-oop,oop-principles,"Encapsulation and Access Modifiers in Java (private, protected, public, default)",content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
enums-in-java,A,medium,,intermediate,java-oop,oop-principles,Enums in Java — More Than Constants,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
inheritance-super-keyword-java,A,medium,,intermediate,java-oop,oop-principles,"Inheritance in Java — IS-A Relationship, super Keyword, and Method Overriding",content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
inner-classes-java,A,medium,,intermediate,java-oop,oop-principles,"Inner Classes in Java — Static, Non-Static, Local, and Anonymous",content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
marker-interfaces-java,A,medium,,intermediate,java-oop,oop-principles,"Marker Interfaces in Java — Serializable, Cloneable, Remote",content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
object-class-methods-java,A,medium,,intermediate,java-oop,oop-principles,"Object Class Methods — toString, hashCode, equals, clone, finalize",content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
oop-four-pillars-java,A,medium,,intermediate,java-oop,oop-principles,"The Four Pillars of OOP — Encapsulation, Inheritance, Polymorphism, Abstraction",content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
serialization-serialversionuid-java,A,medium,,intermediate,java-oop,oop-principles,"Serialization in Java — Serializable, serialVersionUID, and Transient",content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
shallow-vs-deep-copy-java,B,medium,,intermediate,java-oop,oop-principles,Shallow Copy vs Deep Copy in Java,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
this-vs-super-keyword-java,B,medium,,intermediate,java-oop,oop-principles,this vs super Keyword in Java,content/java-backend-intermediate/java-oop/oop-principles/complete-qa.json,legacy
gc-algorithms-comparison,B,medium,,intermediate,jvm-internals,garbage-collection,"JVM Garbage Collectors Compared — G1, ZGC, Shenandoah, Parallel",content/java-backend-intermediate/jvm-internals/garbage-collection/complete-qa.json,legacy
gc-tuning-gclog-analysis,A,medium,,intermediate,jvm-internals,garbage-collection,GC Tuning and GC Log Analysis,content/java-backend-intermediate/jvm-internals/garbage-collection/complete-qa.json,legacy
jvm-startup-optimization-virtual-threads,A,medium,,intermediate,jvm-internals,jvm-tuning,JVM Startup Optimization and Virtual Threads (Java 21),content/java-backend-intermediate/jvm-internals/jvm-tuning/complete-qa.json,legacy
spring-boot-jvm-container-settings,A,medium,,intermediate,jvm-internals,jvm-tuning,JVM Settings for Spring Boot in Docker/Kubernetes,content/java-backend-intermediate/jvm-internals/jvm-tuning/complete-qa.json,legacy
memory-leak-detection-heap-dump,A,medium,,intermediate,jvm-internals,memory-analysis,Java Memory Leak Detection — Heap Dump Analysis,content/java-backend-intermediate/jvm-internals/memory-analysis/complete-qa.json,legacy
java-profiling-async-profiler,A,medium,,intermediate,jvm-internals,profiling-and-debugging,Java Profiling in Production — async-profiler and JFR,content/java-backend-intermediate/jvm-internals/profiling-and-debugging/complete-qa.json,legacy
thread-dumps-deadlock-analysis,A,medium,,intermediate,jvm-internals,profiling-and-debugging,Thread Dumps and Deadlock Analysis,content/java-backend-intermediate/jvm-internals/profiling-and-debugging/complete-qa.json,legacy
annotation-processing-runtime,D,high,,intermediate,jvm-internals,scenario-based,Annotation Processing at Compile Time and Runtime,content/java-backend-intermediate/jvm-internals/scenario-based/complete-qa.json,legacy
java-module-system-jpms,D,high,,intermediate,jvm-internals,scenario-based,Java Module System (JPMS),content/java-backend-intermediate/jvm-internals/scenario-based/complete-qa.json,legacy
java-nio-vs-traditional-io,B,medium,,intermediate,jvm-internals,scenario-based,NIO vs Traditional IO,content/java-backend-intermediate/jvm-internals/scenario-based/complete-qa.json,legacy
java-reflection-performance,D,high,,intermediate,jvm-internals,scenario-based,Java Reflection and Performance Cost,content/java-backend-intermediate/jvm-internals/scenario-based/complete-qa.json,legacy
