slug,archetype,confidence,importance,difficulty,module,topic,title,file,status
flatmap-concurrency-prefetch-tuning,A,medium,medium,medium,spring-webflux,backpressure,flatMap Concurrency and Prefetch — Tuning Reactor Throughput,content/java-backend-intermediate/spring-webflux/backpressure/complete-qa.json,legacy
spring-batch-vs-kafka-streams-data-pipeline,B,high,medium,hard,spring-batch,comparisons,Spring Batch vs Kafka Streams — Bounded Jobs vs Streaming Pipelines,content/java-backend-intermediate/spring-batch/comparisons/complete-qa.json,legacy
composite-itemwriter-and-classifier-pattern,A,medium,medium,hard,spring-batch,item-reader-writer-processor,CompositeItemWriter and ClassifierCompositeItemWriter Patterns,content/java-backend-intermediate/spring-batch/item-reader-writer-processor/complete-qa.json,legacy
quartz-misfire-recovery-and-jobparameters-uniqueness,A,medium,medium,hard,spring-batch,job-scheduling-with-quartz,"Quartz Misfires, Recovery, and Spring Batch JobInstance Uniqueness",content/java-backend-intermediate/spring-batch/job-scheduling-with-quartz/complete-qa.json,legacy
remote-partitioning-with-messaging-design,G,medium,medium,hard,spring-batch,partitioning-and-parallel-steps,"Remote Partitioning Design — Kafka, AMQP, Failure Modes, Restart",content/java-backend-intermediate/spring-batch/partitioning-and-parallel-steps/complete-qa.json,legacy
scheduled-task-observability-and-error-handling,A,medium,medium,hard,spring-batch,scheduled-tasks,"@Scheduled Observability, Error Handling, and Resilience Patterns",content/java-backend-intermediate/spring-batch/scheduled-tasks/complete-qa.json,legacy
commandlinerunner-applicationrunner,B,medium,medium,intermediate,spring-boot,scenario-based,CommandLineRunner vs ApplicationRunner — Running Code at Startup,content/java-backend-intermediate/spring-boot/scenario-based/complete-qa.json,legacy
spring-boot-devtools,D,high,medium,intermediate,spring-boot,scenario-based,Spring Boot DevTools — Hot Reload and Live Restart in Development,content/java-backend-intermediate/spring-boot/scenario-based/complete-qa.json,legacy
lazy-annotation-spring,A,medium,medium,intermediate,spring-core,bean-lifecycle,@Lazy Annotation — Deferred Bean Initialization,content/java-backend-intermediate/spring-core/bean-lifecycle/complete-qa.json,legacy
spring-expression-language-spel,C,high,medium,intermediate,spring-core,spring-internals,Spring Expression Language (SpEL) — Dynamic Values in Configuration,content/java-backend-intermediate/spring-core/spring-internals/complete-qa.json,legacy
jpa-inheritance-mapping-strategies,A,medium,medium,intermediate,spring-data-jpa,jpa-fundamentals,JPA Inheritance Mapping Strategies,content/java-backend-intermediate/spring-data-jpa/jpa-fundamentals/complete-qa.json,legacy
n-plus-one-query-problem,D,high,critical,intermediate,spring-data-jpa,n-plus-one-problem,N+1 Query Problem in Spring Data JPA,content/java-backend-intermediate/spring-data-jpa/n-plus-one-problem/complete-qa.json,legacy
spring-data-jpa-repository-derived-queries-specifications,A,medium,critical,intermediate,spring-data-jpa,spring-data-jpa,"Spring Data JPA — Repositories, Derived Queries, @Query, Specifications",content/java-backend-intermediate/spring-data-jpa/spring-data-jpa/complete-qa.json,legacy
transactional-internals-propagation,C,high,critical,intermediate,spring-data-jpa,transactions,@Transactional Internals — Proxy and Propagation,content/java-backend-intermediate/spring-data-jpa/transactions/complete-qa.json,legacy
